ID,日期,收盘价,最高价,最低价,开盘价,成交量,成交金额,星期一,星期二,星期三,星期四,星期五,星期六,星期日,是否缺失数据
4268,2002-08-25,1683.207,1688.124,1679.115,1686.296,6964500,6344268750,0,0,0,0,0,0,1,1
4269,2002-08-26,1670.685,1682.316,1668.823,1682.136,6019600,5469530000,1,0,0,0,0,0,0,0
4270,2002-08-27,1679.691,1680.063,1670.112,1670.627,7445300,7204788130,0,1,0,0,0,0,0,0
4271,2002-08-28,1676.77,1683.505,1675.525,1680.754,7490029,6627886880,0,0,1,0,0,0,0,0
4272,2002-08-29,1667.318,1680.173,1665.724,1676.858,5690800,4605190940,0,0,0,1,0,0,0,0
4273,2002-08-30,1666.618,1669.14,1664.822,1666.979,4658700,4330966880,0,0,0,0,1,0,0,0
4274,2002-08-31,1666.618,1669.14,1664.822,1666.979,4658700,4330966880,0,0,0,0,0,1,0,1
4275,2002-09-01,1666.618,1669.14,1664.822,1666.979,4658700,4330966880,0,0,0,0,0,0,1,1
4276,2002-09-02,1668.774,1669.905,1663.172,1666.341,4640300,3838687810,1,0,0,0,0,0,0,0
4277,2002-09-03,1674.07,1680.279,1669.577,1669.585,6252800,4502165940,0,1,0,0,0,0,0,0
4278,2002-09-04,1663.972,1675.965,1662.489,1674.453,5036100,4207710000,0,0,1,0,0,0,0,0
4279,2002-09-05,1641.807,1662.899,1639.821,1662.892,8241600,6363701880,0,0,0,1,0,0,0,0
4280,2002-09-06,1631.384,1644.795,1629.928,1639.888,6983400,5424378750,0,0,0,0,1,0,0,0
4281,2002-09-07,1631.384,1644.795,1629.928,1639.888,6983400,5424378750,0,0,0,0,0,1,0,1
4282,2002-09-08,1631.384,1644.795,1629.928,1639.888,6983400,5424378750,0,0,0,0,0,0,1,1
4283,2002-09-09,1621.582,1628.452,1617.009,1628.452,5353900,4267691880,1,0,0,0,0,0,0,0
4284,2002-09-10,1625.111,1627.35,1619.33,1620.282,6982800,4080371880,0,1,0,0,0,0,0,0
4285,2002-09-11,1620.355,1626.842,1605.977,1625.326,6225000,4409098130,0,0,1,0,0,0,0,0
4286,2002-09-12,1624.558,1631.665,1614.599,1619.94,5083100,3879026880,0,0,0,1,0,0,0,0
4287,2002-09-13,1625.759,1626.069,1621.424,1624.502,3541400,3407443750,0,0,0,0,1,0,0,0
4288,2002-09-14,1625.759,1626.069,1621.424,1624.502,3541400,3407443750,0,0,0,0,0,1,0,1
4289,2002-09-15,1625.759,1626.069,1621.424,1624.502,3541400,3407443750,0,0,0,0,0,0,1,1
4290,2002-09-16,1604.083,1624.137,1598.74,1624.133,6453600,4811093750,1,0,0,0,0,0,0,0
4291,2002-09-17,1604.881,1612.015,1593.981,1603.457,6095200,4381738750,0,1,0,0,0,0,0,0
4292,2002-09-18,1594.584,1605.216,1593.526,1603.613,4372000,3771623750,0,0,1,0,0,0,0,0
4293,2002-09-19,1619.354,1623.653,1585.068,1593.573,7208900,5842885000,0,0,0,1,0,0,0,0
4294,2002-09-20,1604.913,1618.2,1602.885,1618.2,4227100,3962043750,0,0,0,0,1,0,0,0
4295,2002-09-21,1604.913,1618.2,1602.885,1618.2,4227100,3962043750,0,0,0,0,0,1,0,1
4296,2002-09-22,1604.913,1618.2,1602.885,1618.2,4227100,3962043750,0,0,0,0,0,0,1,1
4297,2002-09-23,1602.591,1604.295,1597.287,1602.276,3573500,2869485000,1,0,0,0,0,0,0,0
4298,2002-09-24,1596.732,1602.285,1594.282,1602.203,4245900,3429896880,0,1,0,0,0,0,0,0
4299,2002-09-25,1597.837,1602.354,1590.494,1595.806,4409800,3931279690,0,0,1,0,0,0,0,0
4300,2002-09-26,1587.649,1599.983,1586.53,1597.854,5777700,4582341880,0,0,0,1,0,0,0,0
4301,2002-09-27,1581.618,1591.837,1577.53,1587.243,6240900,4409333130,0,0,0,0,1,0,0,0
4302,2002-09-28,1581.618,1591.837,1577.53,1587.243,6240900,4409333130,0,0,0,0,0,1,0,1
4303,2002-09-29,1581.618,1591.837,1577.53,1587.243,6240900,4409333130,0,0,0,0,0,0,1,1
4304,2002-09-30,1581.618,1591.837,1577.53,1587.243,6240900,4409333130,1,0,0,0,0,0,0,1
4305,2002-10-01,1581.618,1591.837,1577.53,1587.243,6240900,4409333130,0,1,0,0,0,0,0,1
4306,2002-10-02,1581.618,1591.837,1577.53,1587.243,6240900,4409333130,0,0,1,0,0,0,0,1
4307,2002-10-03,1581.618,1591.837,1577.53,1587.243,6240900,4409333130,0,0,0,1,0,0,0,1
4308,2002-10-04,1581.618,1591.837,1577.53,1587.243,6240900,4409333130,0,0,0,0,1,0,0,1
4309,2002-10-05,1581.618,1591.837,1577.53,1587.243,6240900,4409333130,0,0,0,0,0,1,0,1
4310,2002-10-06,1581.618,1591.837,1577.53,1587.243,6240900,4409333130,0,0,0,0,0,0,1,1
4311,2002-10-07,1581.618,1591.837,1577.53,1587.243,6240900,4409333130,1,0,0,0,0,0,0,1
4312,2002-10-08,1562.993,1577.052,1558.476,1577.052,3511700,2743302810,0,1,0,0,0,0,0,0
4313,2002-10-09,1535.366,1571.523,1534.911,1570.649,19118400,7776138130,0,0,1,0,0,0,0,0
4314,2002-10-10,1530.407,1542.564,1528.352,1532.181,7217300,3785101880,0,0,0,1,0,0,0,0
4315,2002-10-11,1524.051,1536.873,1521.911,1532.136,8199300,4836951880,0,0,0,0,1,0,0,0
4316,2002-10-12,1524.051,1536.873,1521.911,1532.136,8199300,4836951880,0,0,0,0,0,1,0,1
4317,2002-10-13,1524.051,1536.873,1521.911,1532.136,8199300,4836951880,0,0,0,0,0,0,1,1
4318,2002-10-14,1531.676,1532.63,1509.136,1522.872,6573200,4195782810,1,0,0,0,0,0,0,0
4319,2002-10-15,1524.728,1534.58,1522.101,1531.581,4701200,3060313130,0,1,0,0,0,0,0,0
4320,2002-10-16,1537.388,1548.525,1524.908,1524.908,6384601,4139385000,0,0,1,0,0,0,0,0
4321,2002-10-17,1513.097,1538.794,1511.398,1537.965,5110100,3492705000,0,0,0,1,0,0,0,0
4322,2002-10-18,1519.539,1523.831,1500.543,1511.177,5077600,3632107810,0,0,0,0,1,0,0,0
4323,2002-10-19,1519.539,1523.831,1500.543,1511.177,5077600,3632107810,0,0,0,0,0,1,0,1
4324,2002-10-20,1519.539,1523.831,1500.543,1511.177,5077600,3632107810,0,0,0,0,0,0,1,1
4325,2002-10-21,1524.925,1525.256,1512.327,1519.205,3884600,2986795000,1,0,0,0,0,0,0,0
4326,2002-10-22,1548.104,1553.865,1525.065,1525.08,7363100,5643713750,0,1,0,0,0,0,0,0
4327,2002-10-23,1548.965,1550.088,1539.476,1549.766,5245500,4212737810,0,0,1,0,0,0,0,0
4328,2002-10-24,1536.52,1550.431,1535.9,1549.785,5153900,4275155940,0,0,0,1,0,0,0,0
4329,2002-10-25,1520.313,1542.592,1517.415,1535.796,6455700,4547080000,0,0,0,0,1,0,0,0
4330,2002-10-26,1520.313,1542.592,1517.415,1535.796,6455700,4547080000,0,0,0,0,0,1,0,1
4331,2002-10-27,1520.313,1542.592,1517.415,1535.796,6455700,4547080000,0,0,0,0,0,0,1,1
4332,2002-10-28,1502.716,1518.601,1500.007,1518.086,6507300,4218756880,1,0,0,0,0,0,0,0
4333,2002-10-29,1510.882,1511.765,1488.679,1501.381,6813100,4408917810,0,1,0,0,0,0,0,0
4334,2002-10-30,1509.707,1513.461,1498.448,1511.112,8251400,3782618750,0,0,1,0,0,0,0,0
4335,2002-10-31,1507.496,1521.871,1505.999,1510.03,7586201,3502064690,0,0,0,1,0,0,0,0
4336,2002-11-01,1510.76,1511.095,1498.213,1507.383,6107001,3368208750,0,0,0,0,1,0,0,0
4337,2002-11-02,1510.76,1511.095,1498.213,1507.383,6107001,3368208750,0,0,0,0,0,1,0,1
4338,2002-11-03,1510.76,1511.095,1498.213,1507.383,6107001,3368208750,0,0,0,0,0,0,1,1
4339,2002-11-04,1531.842,1532.226,1515.072,1516.22,7102800,4535390000,1,0,0,0,0,0,0,0
4340,2002-11-05,1558.239,1565.227,1532.288,1533.81,15686700,10865348750,0,1,0,0,0,0,0,0
4341,2002-11-06,1552.561,1559.225,1548.728,1558.914,8156400,6297717500,0,0,1,0,0,0,0,0
4342,2002-11-07,1554.237,1559.821,1546.265,1554.043,8131801,5703075630,0,0,0,1,0,0,0,0
4343,2002-11-08,1522.187,1573.104,1517.391,1569.999,12127700,7783065000,0,0,0,0,1,0,0,0
4344,2002-11-09,1522.187,1573.104,1517.391,1569.999,12127700,7783065000,0,0,0,0,0,1,0,1
4345,2002-11-10,1522.187,1573.104,1517.391,1569.999,12127700,7783065000,0,0,0,0,0,0,1,1
4346,2002-11-11,1504.403,1526.132,1501.989,1519.603,5626400,3963931880,1,0,0,0,0,0,0,0
4347,2002-11-12,1485.913,1517.717,1481.161,1504.576,9789700,6362981880,0,1,0,0,0,0,0,0
4348,2002-11-13,1490.464,1491.236,1461.26,1483.712,8028000,5465478130,0,0,1,0,0,0,0,0
4349,2002-11-14,1460.795,1489.14,1459.709,1488.914,6492900,5054971880,0,0,0,1,0,0,0,0
4350,2002-11-15,1463.691,1481.22,1451.392,1455.98,7288200,5385145630,0,0,0,0,1,0,0,0
4351,2002-11-16,1463.691,1481.22,1451.392,1455.98,7288200,5385145630,0,0,0,0,0,1,0,1
4352,2002-11-17,1463.691,1481.22,1451.392,1455.98,7288200,5385145630,0,0,0,0,0,0,1,1
4353,2002-11-18,1451.29,1468.325,1447.491,1463.724,4635300,3744641880,1,0,0,0,0,0,0,0
4354,2002-11-19,1462.174,1464.763,1441.731,1450.703,4980700,3774252810,0,1,0,0,0,0,0,0
4355,2002-11-20,1425.843,1459.212,1423.803,1459.212,7054400,4927904690,0,0,1,0,0,0,0,0
4356,2002-11-21,1390.629,1421.233,1389.289,1421.233,8854800,5651008750,0,0,0,1,0,0,0,0
4357,2002-11-22,1395.497,1408.999,1375.539,1392.574,8541900,5547687500,0,0,0,0,1,0,0,0
4358,2002-11-23,1395.497,1408.999,1375.539,1392.574,8541900,5547687500,0,0,0,0,0,1,0,1
4359,2002-11-24,1395.497,1408.999,1375.539,1392.574,8541900,5547687500,0,0,0,0,0,0,1,1
4360,2002-11-25,1398.438,1403.513,1383.09,1393.341,5364400,3489413750,1,0,0,0,0,0,0,0
4361,2002-11-26,1371.167,1408.793,1371.007,1398.438,6775801,4291613750,0,1,0,0,0,0,0,0
4362,2002-11-27,1378.752,1383.997,1353.139,1365.824,8835000,5458558130,0,0,1,0,0,0,0,0
4363,2002-11-28,1417.525,1417.848,1372.381,1378.142,9622900,6341840000,0,0,0,1,0,0,0,0
4364,2002-11-29,1434.182,1450.187,1409.2,1420.429,21439700,12802017500,0,0,0,0,1,0,0,0
4365,2002-11-30,1434.182,1450.187,1409.2,1420.429,21439700,12802017500,0,0,0,0,0,1,0,1
4366,2002-12-01,1434.182,1450.187,1409.2,1420.429,21439700,12802017500,0,0,0,0,0,0,1,1
4367,2002-12-02,1395.675,1432.029,1394.911,1432.029,8684900,5823430000,1,0,0,0,0,0,0,0
4368,2002-12-03,1408.843,1409.889,1388.513,1391.718,6341000,4308322810,0,1,0,0,0,0,0,0
4369,2002-12-04,1414.454,1432.898,1406.613,1414.887,9306000,6634546250,0,0,1,0,0,0,0,0
4370,2002-12-05,1404.88,1411.89,1395.079,1411.89,5569800,4040035000,0,0,0,1,0,0,0,0
4371,2002-12-06,1405.525,1416.997,1396.205,1404.925,4447300,3359054060,0,0,0,0,1,0,0,0
4372,2002-12-07,1405.525,1416.997,1396.205,1404.925,4447300,3359054060,0,0,0,0,0,1,0,1
4373,2002-12-08,1405.525,1416.997,1396.205,1404.925,4447300,3359054060,0,0,0,0,0,0,1,1
4374,2002-12-09,1400.867,1410.794,1395.926,1404.513,4038300,2848165940,1,0,0,0,0,0,0,0
4375,2002-12-10,1383.84,1406.895,1383.569,1400.558,6045300,4411084690,0,1,0,0,0,0,0,0
4376,2002-12-11,1379.195,1383.152,1367.312,1381.399,5247800,3708062810,0,0,1,0,0,0,0,0
4377,2002-12-12,1383.91,1399.766,1378.813,1378.817,6552300,3968507810,0,0,0,1,0,0,0,0
4378,2002-12-13,1396.898,1401.602,1367.934,1375.779,6903001,4725832190,0,0,0,0,1,0,0,0
4379,2002-12-14,1396.898,1401.602,1367.934,1375.779,6903001,4725832190,0,0,0,0,0,1,0,1
4380,2002-12-15,1396.898,1401.602,1367.934,1375.779,6903001,4725832190,0,0,0,0,0,0,1,1
4381,2002-12-16,1408.515,1409.943,1392.888,1397.721,7594400,5334785000,1,0,0,0,0,0,0,0
4382,2002-12-17,1416.096,1418.205,1403.584,1409.173,6702700,4836217810,0,1,0,0,0,0,0,0
4383,2002-12-18,1411.719,1424.478,1409.835,1416.671,7271200,5359148130,0,0,1,0,0,0,0,0
4384,2002-12-19,1413.597,1414.288,1402.642,1411.276,5598400,4269595940,0,0,0,1,0,0,0,0
4385,2002-12-20,1427.936,1431.364,1410.46,1414.345,7227100,5419815630,0,0,0,0,1,0,0,0
4386,2002-12-21,1427.936,1431.364,1410.46,1414.345,7227100,5419815630,0,0,0,0,0,1,0,1
4387,2002-12-22,1427.936,1431.364,1410.46,1414.345,7227100,5419815630,0,0,0,0,0,0,1,1
4388,2002-12-23,1430.199,1439.85,1429.293,1429.951,8299900,5627800000,1,0,0,0,0,0,0,0
4389,2002-12-24,1430.827,1431.124,1420.38,1429.531,6286700,4684130630,0,1,0,0,0,0,0,0
4390,2002-12-25,1421.515,1433.787,1420.93,1431.588,6762700,4786427810,0,0,1,0,0,0,0,0
4391,2002-12-26,1384.152,1420.003,1382.358,1419.965,12554400,7366368130,0,0,0,1,0,0,0,0
4392,2002-12-27,1382.971,1389.328,1367.852,1379.328,8293600,5802928750,0,0,0,0,1,0,0,0
4393,2002-12-28,1382.971,1389.328,1367.852,1379.328,8293600,5802928750,0,0,0,0,0,1,0,1
4394,2002-12-29,1382.971,1389.328,1367.852,1379.328,8293600,5802928750,0,0,0,0,0,0,1,1
4395,2002-12-30,1366.362,1379.753,1358.433,1379.737,7791300,5441173750,1,0,0,0,0,0,0,0
4396,2002-12-31,1357.654,1370.526,1348.714,1364.968,9892700,6105621880,0,1,0,0,0,0,0,0
4397,2003-01-01,1357.654,1370.526,1348.714,1364.968,9892700,6105621880,0,0,1,0,0,0,0,1
4398,2003-01-02,1320.63,1351.344,1317.468,1347.433,6500700,3992889060,0,0,0,1,0,0,0,0
4399,2003-01-03,1319.868,1323.628,1312.796,1317.583,4576474,2793520000,0,0,0,0,1,0,0,0
4400,2003-01-04,1319.868,1323.628,1312.796,1317.583,4576474,2793520000,0,0,0,0,0,1,0,1
4401,2003-01-05,1319.868,1323.628,1312.796,1317.583,4576474,2793520000,0,0,0,0,0,0,1,1
4402,2003-01-06,1334.679,1334.887,1311.684,1319.688,6750100,4041578750,1,0,0,0,0,0,0,0
4403,2003-01-07,1332.061,1346.819,1326.191,1335.632,7343200,4471625000,0,1,0,0,0,0,0,0
4404,2003-01-08,1372.067,1373.116,1330.451,1331.441,9823400,5683200000,0,0,1,0,0,0,0,0
4405,2003-01-09,1397.384,1402.286,1365.37,1374.618,18529300,11393615000,0,0,0,1,0,0,0,0
4406,2003-01-10,1384.859,1411.374,1384.63,1398.377,16263300,10683680000,0,0,0,0,1,0,0,0
4407,2003-01-11,1384.859,1411.374,1384.63,1398.377,16263300,10683680000,0,0,0,0,0,1,0,1
4408,2003-01-12,1384.859,1411.374,1384.63,1398.377,16263300,10683680000,0,0,0,0,0,0,1,1
4409,2003-01-13,1386.314,1391.187,1378.647,1381.87,8607700,5930495000,1,0,0,0,0,0,0,0
4410,2003-01-14,1466.851,1476.912,1386.592,1386.897,41012400,23535100000,0,1,0,0,0,0,0,0
4411,2003-01-15,1459.92,1485.795,1448.271,1477.454,37023000,21700755000,0,0,1,0,0,0,0,0
4412,2003-01-16,1485.618,1486.059,1454.546,1458.866,24575400,16006000000,0,0,0,1,0,0,0,0
4413,2003-01-17,1478.675,1492.723,1472.96,1488.265,21566700,13633927500,0,0,0,0,1,0,0,0
4414,2003-01-18,1478.675,1492.723,1472.96,1488.265,21566700,13633927500,0,0,0,0,0,1,0,1
4415,2003-01-19,1478.675,1492.723,1472.96,1488.265,21566700,13633927500,0,0,0,0,0,0,1,1
4416,2003-01-20,1482.681,1482.943,1458.117,1475.711,22487800,11284691250,1,0,0,0,0,0,0,0
4417,2003-01-21,1454.891,1489.551,1454.611,1485.87,17551200,10314684380,0,1,0,0,0,0,0,0
4418,2003-01-22,1460.53,1463.938,1446.348,1448.826,12139944,7933576880,0,0,1,0,0,0,0,0
4419,2003-01-23,1450.616,1470.327,1448.701,1460.249,11427599,7516205000,0,0,0,1,0,0,0,0
4420,2003-01-24,1479.07,1483.557,1448.011,1449.504,14814600,9364666880,0,0,0,0,1,0,0,0
4421,2003-01-25,1479.07,1483.557,1448.011,1449.504,14814600,9364666880,0,0,0,0,0,1,0,1
4422,2003-01-26,1479.07,1483.557,1448.011,1449.504,14814600,9364666880,0,0,0,0,0,0,1,1
4423,2003-01-27,1496.157,1500.384,1480.967,1481.609,14672600,9578025630,1,0,0,0,0,0,0,0
4424,2003-01-28,1500.639,1502.432,1489.165,1497.098,10478500,7385133750,0,1,0,0,0,0,0,0
4425,2003-01-29,1499.815,1508.588,1498.372,1501.286,12698300,8349480630,0,0,1,0,0,0,0,0
4426,2003-01-30,1499.815,1508.588,1498.372,1501.286,12698300,8349480630,0,0,0,1,0,0,0,1
4427,2003-01-31,1499.815,1508.588,1498.372,1501.286,12698300,8349480630,0,0,0,0,1,0,0,1
4428,2003-02-01,1499.815,1508.588,1498.372,1501.286,12698300,8349480630,0,0,0,0,0,1,0,1
4429,2003-02-02,1499.815,1508.588,1498.372,1501.286,12698300,8349480630,0,0,0,0,0,0,1,1
4430,2003-02-03,1499.815,1508.588,1498.372,1501.286,12698300,8349480630,1,0,0,0,0,0,0,1
4431,2003-02-04,1499.815,1508.588,1498.372,1501.286,12698300,8349480630,0,1,0,0,0,0,0,1
4432,2003-02-05,1499.815,1508.588,1498.372,1501.286,12698300,8349480630,0,0,1,0,0,0,0,1
4433,2003-02-06,1499.815,1508.588,1498.372,1501.286,12698300,8349480630,0,0,0,1,0,0,0,1
4434,2003-02-07,1499.815,1508.588,1498.372,1501.286,12698300,8349480630,0,0,0,0,1,0,0,1
4435,2003-02-08,1499.815,1508.588,1498.372,1501.286,12698300,8349480630,0,0,0,0,0,1,0,1
4436,2003-02-09,1499.815,1508.588,1498.372,1501.286,12698300,8349480630,0,0,0,0,0,0,1,1
4437,2003-02-10,1480.169,1499.641,1477.517,1499.166,7999500,5152615940,1,0,0,0,0,0,0,0
4438,2003-02-11,1492.764,1492.894,1476.874,1478.046,5979700,4429543750,0,1,0,0,0,0,0,0
4439,2003-02-12,1510.671,1510.985,1486.313,1493.248,10627700,7613083130,0,0,1,0,0,0,0,0
4440,2003-02-13,1504.338,1519.29,1502.431,1512.285,13093300,9590115000,0,0,0,1,0,0,0,0
4441,2003-02-14,1510.95,1515.255,1500.983,1503.373,9248600,7083001880,0,0,0,0,1,0,0,0
4442,2003-02-15,1510.95,1515.255,1500.983,1503.373,9248600,7083001880,0,0,0,0,0,1,0,1
4443,2003-02-16,1510.95,1515.255,1500.983,1503.373,9248600,7083001880,0,0,0,0,0,0,1,1
4444,2003-02-17,1496.523,1514.636,1490.918,1510.64,11086400,7890346880,1,0,0,0,0,0,0,0
4445,2003-02-18,1496.468,1500.293,1488.827,1495.141,7252743,5527053750,0,1,0,0,0,0,0,0
4446,2003-02-19,1510.803,1511.132,1490.022,1496.651,12157155,6911017500,0,0,1,0,0,0,0,0
4447,2003-02-20,1509.486,1517.766,1507.227,1513.007,10019900,7154948750,0,0,0,1,0,0,0,0
4448,2003-02-21,1478.871,1508.129,1476.415,1508.077,12053400,8170891880,0,0,0,0,1,0,0,0
4449,2003-02-22,1478.871,1508.129,1476.415,1508.077,12053400,8170891880,0,0,0,0,0,1,0,1
4450,2003-02-23,1478.871,1508.129,1476.415,1508.077,12053400,8170891880,0,0,0,0,0,0,1,1
4451,2003-02-24,1481.936,1488.072,1474.471,1476.07,7947700,5768507500,1,0,0,0,0,0,0,0
4452,2003-02-25,1511.275,1511.649,1481.106,1481.106,12912800,8746187500,0,1,0,0,0,0,0,0
4453,2003-02-26,1513.175,1515.457,1506.553,1513.493,8486200,6434831880,0,0,1,0,0,0,0,0
4454,2003-02-27,1513.704,1524.751,1508.747,1514.024,10416100,6899608130,0,0,0,1,0,0,0,0
4455,2003-02-28,1511.932,1514.502,1501.424,1512.865,8360100,6120043750,0,0,0,0,1,0,0,0
4456,2003-03-01,1511.932,1514.502,1501.424,1512.865,8360100,6120043750,0,0,0,0,0,1,0,1
4457,2003-03-02,1511.932,1514.502,1501.424,1512.865,8360100,6120043750,0,0,0,0,0,0,1,1
4458,2003-03-03,1525.483,1525.699,1511.045,1511.585,10236144,8185411880,1,0,0,0,0,0,0,0
4459,2003-03-04,1524.304,1529.752,1517.859,1527.449,9198499,7596248130,0,1,0,0,0,0,0,0
4460,2003-03-05,1517.179,1524.123,1508.251,1524.077,8142890,6285591880,0,0,1,0,0,0,0,0
4461,2003-03-06,1498.343,1517.348,1494.241,1516.601,9982208,7304290630,0,0,0,1,0,0,0,0
4462,2003-03-07,1493.093,1502.428,1489.384,1495.694,8335401,5924448130,0,0,0,0,1,0,0,0
4463,2003-03-08,1493.093,1502.428,1489.384,1495.694,8335401,5924448130,0,0,0,0,0,1,0,1
4464,2003-03-09,1493.093,1502.428,1489.384,1495.694,8335401,5924448130,0,0,0,0,0,0,1,1
4465,2003-03-10,1468.919,1496.164,1467.639,1492.209,8947347,6341021250,1,0,0,0,0,0,0,0
4466,2003-03-11,1469.548,1473.955,1463.584,1467.551,6336210,4695946560,0,1,0,0,0,0,0,0
4467,2003-03-12,1475.008,1475.287,1458.5,1468.747,6403671,4665014690,0,0,1,0,0,0,0,0
4468,2003-03-13,1464.649,1477.858,1463.33,1475.037,6033789,4723874690,0,0,0,1,0,0,0,0
4469,2003-03-14,1466.044,1471.499,1461.351,1464.992,5613442,4274660000,0,0,0,0,1,0,0,0
4470,2003-03-15,1466.044,1471.499,1461.351,1464.992,5613442,4274660000,0,0,0,0,0,1,0,1
4471,2003-03-16,1466.044,1471.499,1461.351,1464.992,5613442,4274660000,0,0,0,0,0,0,1,1
4472,2003-03-17,1469.274,1469.533,1453.368,1465.144,7187381,5182568750,1,0,0,0,0,0,0,0
4473,2003-03-18,1459.892,1478.995,1458.979,1468.986,7088745,5252868130,0,1,0,0,0,0,0,0
4474,2003-03-19,1469.96,1475.844,1452.592,1458.582,7637422,5726435630,0,0,1,0,0,0,0,0
4475,2003-03-20,1464.54,1477.253,1460.799,1469.663,7655740,5749962500,0,0,0,1,0,0,0,0
4476,2003-03-21,1474.657,1475.809,1461.915,1464.184,7617922,5048463750,0,0,0,0,1,0,0,0
4477,2003-03-22,1474.657,1475.809,1461.915,1464.184,7617922,5048463750,0,0,0,0,0,1,0,1
4478,2003-03-23,1474.657,1475.809,1461.915,1464.184,7617922,5048463750,0,0,0,0,0,0,1,1
4479,2003-03-24,1477.766,1477.974,1470.435,1474.591,6524191,4484137810,1,0,0,0,0,0,0,0
4480,2003-03-25,1462.4,1478.405,1461.754,1478.053,6475235,5034687810,0,1,0,0,0,0,0,0
4481,2003-03-26,1456.271,1465.425,1452.891,1461.321,6271469,5008053130,0,0,1,0,0,0,0,0
4482,2003-03-27,1499.347,1507.668,1447.014,1455.439,15051894,11094010000,0,0,0,1,0,0,0,0
4483,2003-03-28,1491.941,1508.263,1488.601,1498.455,14660785,11204421250,0,0,0,0,1,0,0,0
4484,2003-03-29,1491.941,1508.263,1488.601,1498.455,14660785,11204421250,0,0,0,0,0,1,0,1
4485,2003-03-30,1491.941,1508.263,1488.601,1498.455,14660785,11204421250,0,0,0,0,0,0,1,1
4486,2003-03-31,1510.578,1511.22,1490.986,1491.391,11841571,9020447500,1,0,0,0,0,0,0,0
4487,2003-04-01,1522.546,1525.235,1508.844,1513.001,15222781,11762211250,0,1,0,0,0,0,0,0
4488,2003-04-02,1521.32,1525.769,1516.788,1522.491,11090214,7883659380,0,0,1,0,0,0,0,0
4489,2003-04-03,1511.729,1522.671,1510.512,1521.356,9479199,7244443750,0,0,0,1,0,0,0,0
4490,2003-04-04,1521.128,1521.783,1509.61,1510.222,10240916,7722955630,0,0,0,0,1,0,0,0
4491,2003-04-05,1521.128,1521.783,1509.61,1510.222,10240916,7722955630,0,0,0,0,0,1,0,1
4492,2003-04-06,1521.128,1521.783,1509.61,1510.222,10240916,7722955630,0,0,0,0,0,0,1,1
4493,2003-04-07,1515.132,1530.371,1512.5,1521.898,13549293,9793485630,1,0,0,0,0,0,0,0
4494,2003-04-08,1520.551,1523.947,1513.235,1515.645,16253782,11405372500,0,1,0,0,0,0,0,0
4495,2003-04-09,1543.674,1545.336,1510.344,1519.985,31762636,18831223750,0,0,1,0,0,0,0,0
4496,2003-04-10,1551.18,1559.869,1541.289,1546.507,43111016,25276107500,0,0,0,1,0,0,0,0
4497,2003-04-11,1576.86,1581.699,1548.529,1552.004,39418800,23107810000,0,0,0,0,1,0,0,0
4498,2003-04-12,1576.86,1581.699,1548.529,1552.004,39418800,23107810000,0,0,0,0,0,1,0,1
4499,2003-04-13,1576.86,1581.699,1548.529,1552.004,39418800,23107810000,0,0,0,0,0,0,1,1
4500,2003-04-14,1616.072,1616.654,1581.204,1581.38,46769752,30599430000,1,0,0,0,0,0,0,0
4501,2003-04-15,1631.47,1632.092,1606.726,1619.95,38151012,27973087500,0,1,0,0,0,0,0,0
4502,2003-04-16,1606.24,1649.603,1598.828,1633.53,44806840,33518757500,0,0,1,0,0,0,0,0
4503,2003-04-17,1613.604,1621.229,1595.627,1606.233,32118988,23319690000,0,0,0,1,0,0,0,0
4504,2003-04-18,1603.077,1620.806,1596.668,1616.905,27414894,19793436250,0,0,0,0,1,0,0,0
4505,2003-04-19,1603.077,1620.806,1596.668,1616.905,27414894,19793436250,0,0,0,0,0,1,0,1
4506,2003-04-20,1603.077,1620.806,1596.668,1616.905,27414894,19793436250,0,0,0,0,0,0,1,1
4507,2003-04-21,1571.714,1598.583,1557.121,1598.504,25098944,17700247500,1,0,0,0,0,0,0,0
4508,2003-04-22,1568.692,1575.796,1563.589,1570.574,13557199,10007189380,0,1,0,0,0,0,0,0
4509,2003-04-23,1541.96,1569.785,1540.067,1568.133,17664770,12803645000,0,0,1,0,0,0,0,0
4510,2003-04-24,1503.59,1542.106,1492.904,1538.58,24854482,16087603750,0,0,0,1,0,0,0,0
4511,2003-04-25,1487.147,1513.332,1481.068,1501.569,13901836,10041754380,0,0,0,0,1,0,0,0
4512,2003-04-26,1487.147,1513.332,1481.068,1501.569,13901836,10041754380,0,0,0,0,0,1,0,1
4513,2003-04-27,1487.147,1513.332,1481.068,1501.569,13901836,10041754380,0,0,0,0,0,0,1,1
4514,2003-04-28,1537.691,1538.594,1473.266,1483.466,26462608,19483490000,1,0,0,0,0,0,0,0
4515,2003-04-29,1509.313,1535.88,1508.32,1535.88,20674900,15826240000,0,1,0,0,0,0,0,0
4516,2003-04-30,1521.444,1539.573,1510.601,1511.154,20966324,15675221250,0,0,1,0,0,0,0,0
4517,2003-05-01,1521.444,1539.573,1510.601,1511.154,20966324,15675221250,0,0,0,1,0,0,0,1
4518,2003-05-02,1521.444,1539.573,1510.601,1511.154,20966324,15675221250,0,0,0,0,1,0,0,1
4519,2003-05-03,1521.444,1539.573,1510.601,1511.154,20966324,15675221250,0,0,0,0,0,1,0,1
4520,2003-05-04,1521.444,1539.573,1510.601,1511.154,20966324,15675221250,0,0,0,0,0,0,1,1
