ID,日期,收盘价,最高价,最低价,开盘价,成交量,成交金额,星期一,星期二,星期三,星期四,星期五,星期六,星期日,是否缺失数据
1,1990-12-19,99.98,99.98,95.79,96.05,1260,494000,0,0,1,0,0,0,0,0
2,1990-12-20,104.39,104.39,99.98,104.3,197,84000,0,0,0,1,0,0,0,0
3,1990-12-21,109.13,109.13,103.73,109.07,28,16000,0,0,0,0,1,0,0,0
4,1990-12-22,109.13,109.13,103.73,109.07,28,16000,0,0,0,0,0,1,0,1
5,1990-12-23,109.13,109.13,103.73,109.07,28,16000,0,0,0,0,0,0,1,1
6,1990-12-24,114.55,114.55,109.13,113.57,32,31000,1,0,0,0,0,0,0,0
7,1990-12-25,120.25,120.25,114.55,120.09,15,6000,0,1,0,0,0,0,0,0
8,1990-12-26,125.27,125.27,120.25,125.27,100,53000,0,0,1,0,0,0,0,0
9,1990-12-27,125.28,125.28,125.27,125.27,66,104000,0,0,0,1,0,0,0,0
10,1990-12-28,126.45,126.45,125.28,126.39,108,88000,0,0,0,0,1,0,0,0
11,1990-12-29,126.45,126.45,125.28,126.39,108,88000,0,0,0,0,0,1,0,1
12,1990-12-30,126.45,126.45,125.28,126.39,108,88000,0,0,0,0,0,0,1,1
13,1990-12-31,127.61,127.61,126.48,126.56,78,60000,1,0,0,0,0,0,0,0
14,1991-01-01,127.61,127.61,126.48,126.56,78,60000,0,1,0,0,0,0,0,1
15,1991-01-02,128.84,128.84,127.61,127.61,91,59000,0,0,1,0,0,0,0,0
16,1991-01-03,130.14,130.14,128.84,128.84,141,93000,0,0,0,1,0,0,0,0
17,1991-01-04,131.44,131.44,130.14,131.27,420,261000,0,0,0,0,1,0,0,0
18,1991-01-05,131.44,131.44,130.14,131.27,420,261000,0,0,0,0,0,1,0,1
19,1991-01-06,131.44,131.44,130.14,131.27,420,261000,0,0,0,0,0,0,1,1
20,1991-01-07,132.06,132.06,131.45,131.99,217,141000,1,0,0,0,0,0,0,0
21,1991-01-08,132.68,132.68,132.06,132.62,2926,1806000,0,1,0,0,0,0,0,0
22,1991-01-09,133.34,133.34,132.68,133.3,5603,3228000,0,0,1,0,0,0,0,0
23,1991-01-10,133.97,133.97,133.34,133.93,9990,5399000,0,0,0,1,0,0,0,0
24,1991-01-11,134.6,134.61,134.51,134.61,13327,7115000,0,0,0,0,1,0,0,0
25,1991-01-12,134.6,134.61,134.51,134.61,13327,7115000,0,0,0,0,0,1,0,1
26,1991-01-13,134.6,134.61,134.51,134.61,13327,7115000,0,0,0,0,0,0,1,1
27,1991-01-14,134.67,135.19,134.11,134.11,12530,6883000,1,0,0,0,0,0,0,0
28,1991-01-15,134.74,134.74,134.19,134.21,1446,1010000,0,1,0,0,0,0,0,0
29,1991-01-16,134.24,134.74,134.14,134.19,509,270000,0,0,1,0,0,0,0,0
30,1991-01-17,134.25,134.25,133.65,133.67,658,334000,0,0,0,1,0,0,0,0
31,1991-01-18,134.24,134.25,133.67,133.7,3004,1570000,0,0,0,0,1,0,0,0
32,1991-01-19,134.24,134.25,133.67,133.7,3004,1570000,0,0,0,0,0,1,0,1
33,1991-01-20,134.24,134.25,133.67,133.7,3004,1570000,0,0,0,0,0,0,1,1
34,1991-01-21,134.24,134.24,133.66,133.7,2051,1029000,1,0,0,0,0,0,0,0
35,1991-01-22,133.72,134.24,133.66,133.72,354,180000,0,1,0,0,0,0,0,0
36,1991-01-23,133.17,133.72,133.14,133.17,1095,575000,0,0,1,0,0,0,0,0
37,1991-01-24,132.61,133.17,132.57,132.61,1857,917000,0,0,0,1,0,0,0,0
38,1991-01-25,132.05,132.07,132.03,132.05,3447,1722000,0,0,0,0,1,0,0,0
39,1991-01-26,132.05,132.07,132.03,132.05,3447,1722000,0,0,0,0,0,1,0,1
40,1991-01-27,132.05,132.07,132.03,132.05,3447,1722000,0,0,0,0,0,0,1,1
41,1991-01-28,131.46,131.55,131.46,131.46,5107,2565000,1,0,0,0,0,0,0,0
42,1991-01-29,130.95,130.97,130.95,130.95,1387,710000,0,1,0,0,0,0,0,0
43,1991-01-30,130.44,130.95,130.41,130.44,527,260000,0,0,1,0,0,0,0,0
44,1991-01-31,129.97,130.46,129.93,129.93,510,244000,0,0,0,1,0,0,0,0
45,1991-02-01,129.51,129.97,129.45,129.5,345,140000,0,0,0,0,1,0,0,0
46,1991-02-02,129.51,129.97,129.45,129.5,345,140000,0,0,0,0,0,1,0,1
47,1991-02-03,129.51,129.97,129.45,129.5,345,140000,0,0,0,0,0,0,1,1
48,1991-02-04,129.05,129.58,129.05,129.05,553,273000,1,0,0,0,0,0,0,0
49,1991-02-05,128.58,128.58,128.53,128.56,8562,4250000,0,1,0,0,0,0,0,0
50,1991-02-06,129.14,129.15,128.06,129.13,6641,3847000,0,0,1,0,0,0,0,0
51,1991-02-07,129.79,129.79,129.14,129.74,2133,1504000,0,0,0,1,0,0,0,0
52,1991-02-08,130.38,130.39,129.79,130.36,1234,879000,0,0,0,0,1,0,0,0
53,1991-02-09,130.38,130.39,129.79,130.36,1234,879000,0,0,0,0,0,1,0,1
54,1991-02-10,130.38,130.39,129.79,130.36,1234,879000,0,0,0,0,0,0,1,1
55,1991-02-11,130.97,130.97,130.39,130.92,9317,4834000,1,0,0,0,0,0,0,0
56,1991-02-12,131.35,131.56,130.97,131.54,3774,1986000,0,1,0,0,0,0,0,0
57,1991-02-13,131.92,131.93,131.35,131.93,1152,673000,0,0,1,0,0,0,0,0
58,1991-02-14,132.53,132.53,132.3,132.53,3624,1883000,0,0,0,1,0,0,0,0
59,1991-02-15,132.53,132.53,132.3,132.53,3624,1883000,0,0,0,0,1,0,0,1
60,1991-02-16,132.53,132.53,132.3,132.53,3624,1883000,0,0,0,0,0,1,0,1
61,1991-02-17,132.53,132.53,132.3,132.53,3624,1883000,0,0,0,0,0,0,1,1
62,1991-02-18,132.53,132.53,132.3,132.53,3624,1883000,1,0,0,0,0,0,0,1
63,1991-02-19,133.13,133.14,133.08,133.12,1748,1216000,0,1,0,0,0,0,0,0
64,1991-02-20,133.67,133.67,133.13,133.63,876,520000,0,0,1,0,0,0,0,0
65,1991-02-21,134.28,134.28,133.67,134.24,3220,1771000,0,0,0,1,0,0,0,0
66,1991-02-22,134.87,134.87,134.28,134.85,3427,2003000,0,0,0,0,1,0,0,0
67,1991-02-23,134.87,134.87,134.28,134.85,3427,2003000,0,0,0,0,0,1,0,1
68,1991-02-24,134.87,134.87,134.28,134.85,3427,2003000,0,0,0,0,0,0,1,1
69,1991-02-25,134.4,134.87,134.33,134.37,810,621000,1,0,0,0,0,0,0,0
70,1991-02-26,133.93,134.44,133.9,133.9,1094,2545000,0,1,0,0,0,0,0,0
71,1991-02-27,133.47,133.98,133.44,133.44,214,141000,0,0,1,0,0,0,0,0
72,1991-02-28,133.01,133.52,132.98,132.99,2258,1187000,0,0,0,1,0,0,0,0
73,1991-03-01,132.53,132.53,132.47,132.53,7124,3777000,0,0,0,0,1,0,0,0
74,1991-03-02,132.53,132.53,132.47,132.53,7124,3777000,0,0,0,0,0,1,0,1
75,1991-03-03,132.53,132.53,132.47,132.53,7124,3777000,0,0,0,0,0,0,1,1
76,1991-03-04,131.99,132.09,131.98,132.09,2518,1418000,1,0,0,0,0,0,0,0
77,1991-03-05,131.46,131.99,131.41,131.42,982,934000,0,1,0,0,0,0,0,0
78,1991-03-06,130.94,130.95,130.89,130.89,719,1345000,0,0,1,0,0,0,0,0
79,1991-03-07,130.41,130.94,130.41,130.41,568,427000,0,0,0,1,0,0,0,0
80,1991-03-08,129.89,130.41,129.84,129.84,933,541000,0,0,0,0,1,0,0,0
81,1991-03-09,129.89,130.41,129.84,129.84,933,541000,0,0,0,0,0,1,0,1
82,1991-03-10,129.89,130.41,129.84,129.84,933,541000,0,0,0,0,0,0,1,1
83,1991-03-11,129.31,129.89,129.3,129.3,514,299000,1,0,0,0,0,0,0,0
84,1991-03-12,128.77,129.31,128.73,128.73,957,783000,0,1,0,0,0,0,0,0
85,1991-03-13,126.15,128.77,126.13,126.13,498,418000,0,0,1,0,0,0,0,0
86,1991-03-14,125.63,126.15,125.61,125.61,326,242000,0,0,0,1,0,0,0,0
87,1991-03-15,125.17,125.62,125.08,125.08,790,403000,0,0,0,0,1,0,0,0
88,1991-03-16,125.17,125.62,125.08,125.08,790,403000,0,0,0,0,0,1,0,1
89,1991-03-17,125.17,125.62,125.08,125.08,790,403000,0,0,0,0,0,0,1,1
90,1991-03-18,124.71,125.17,124.69,124.7,1250,1210000,1,0,0,0,0,0,0,0
91,1991-03-19,124.22,124.71,124.22,124.23,892,682000,0,1,0,0,0,0,0,0
92,1991-03-20,123.66,124.21,123.63,123.66,678,433000,0,0,1,0,0,0,0,0
93,1991-03-21,123.12,123.66,123.12,123.14,151,131000,0,0,0,1,0,0,0,0
94,1991-03-22,122.62,123.12,122.62,122.62,207,120000,0,0,0,0,1,0,0,0
95,1991-03-23,122.62,123.12,122.62,122.62,207,120000,0,0,0,0,0,1,0,1
96,1991-03-24,122.62,123.12,122.62,122.62,207,120000,0,0,0,0,0,0,1,1
97,1991-03-25,122.12,122.62,122.1,122.12,443,324000,1,0,0,0,0,0,0,0
98,1991-03-26,121.62,122.14,121.62,121.62,1164,709000,0,1,0,0,0,0,0,0
99,1991-03-27,121.12,121.64,121.12,121.12,668,366000,0,0,1,0,0,0,0,0
100,1991-03-28,120.61,121.15,120.61,120.65,961,505000,0,0,0,1,0,0,0,0
101,1991-03-29,120.19,120.61,120.11,120.16,2185,2186000,0,0,0,0,1,0,0,0
102,1991-03-30,120.19,120.61,120.11,120.16,2185,2186000,0,0,0,0,0,1,0,1
103,1991-03-31,120.19,120.61,120.11,120.16,2185,2186000,0,0,0,0,0,0,1,1
104,1991-04-01,120.73,120.73,119.68,120.69,11999,5666000,1,0,0,0,0,0,0,0
105,1991-04-02,121.21,121.29,120.73,121.21,816,387000,0,1,0,0,0,0,0,0
106,1991-04-03,121.71,121.71,121.21,121.71,2063,977000,0,0,1,0,0,0,0,0
107,1991-04-04,121.72,122.2,121.24,122.2,10517,5045000,0,0,0,1,0,0,0,0
108,1991-04-05,121.54,121.73,121.03,121.07,11589,6035000,0,0,0,0,1,0,0,0
109,1991-04-06,121.54,121.73,121.03,121.07,11589,6035000,0,0,0,0,0,1,0,1
110,1991-04-07,121.54,121.73,121.03,121.07,11589,6035000,0,0,0,0,0,0,1,1
111,1991-04-08,121.09,121.11,121.05,121.11,1862,1675000,1,0,0,0,0,0,0,0
112,1991-04-09,120.62,121.1,120.6,120.6,320,297000,0,1,0,0,0,0,0,0
113,1991-04-10,120.16,120.62,120.09,120.15,466,281000,0,0,1,0,0,0,0,0
114,1991-04-11,119.64,120.16,119.62,119.64,239,576000,0,0,0,1,0,0,0,0
115,1991-04-12,119.21,119.65,119.15,119.2,399,301000,0,0,0,0,1,0,0,0
116,1991-04-13,119.21,119.65,119.15,119.2,399,301000,0,0,0,0,0,1,0,1
117,1991-04-14,119.21,119.65,119.15,119.2,399,301000,0,0,0,0,0,0,1,1
118,1991-04-15,118.77,119.22,118.72,118.73,301,386000,1,0,0,0,0,0,0,0
119,1991-04-16,118.34,118.77,118.34,118.36,105,177000,0,1,0,0,0,0,0,0
120,1991-04-17,117.9,118.34,117.89,117.92,201,259000,0,0,1,0,0,0,0,0
121,1991-04-18,117.45,117.93,117.45,117.45,178,133000,0,0,0,1,0,0,0,0
122,1991-04-19,117.08,117.5,117.05,117.08,646,424000,0,0,0,0,1,0,0,0
123,1991-04-20,117.08,117.5,117.05,117.08,646,424000,0,0,0,0,0,1,0,1
124,1991-04-21,117.08,117.5,117.05,117.08,646,424000,0,0,0,0,0,0,1,1
125,1991-04-22,116.63,117.08,116.58,116.63,430,321000,1,0,0,0,0,0,0,0
126,1991-04-23,116.19,116.63,116.15,116.21,282,264000,0,1,0,0,0,0,0,0
127,1991-04-24,115.79,116.19,115.7,115.7,148,121000,0,0,1,0,0,0,0,0
128,1991-04-25,115.36,115.79,115.33,115.38,1495,998000,0,0,0,1,0,0,0,0
129,1991-04-26,115.56,116.31,114.52,116.31,13354,5806000,0,0,0,0,1,0,0,0
130,1991-04-27,115.56,116.31,114.52,116.31,13354,5806000,0,0,0,0,0,1,0,1
131,1991-04-28,115.56,116.31,114.52,116.31,13354,5806000,0,0,0,0,0,0,1,1
132,1991-04-29,114.75,116.29,114.75,114.86,8411,3610000,1,0,0,0,0,0,0,0
133,1991-04-30,113.94,114.87,113.89,113.89,4850,2734000,0,1,0,0,0,0,0,0
134,1991-05-01,113.94,114.87,113.89,113.89,4850,2734000,0,0,1,0,0,0,0,1
135,1991-05-02,113.16,113.2,113.03,113.04,1465,1124000,0,0,0,1,0,0,0,0
136,1991-05-03,112.41,113.17,112.3,112.46,4230,2386000,0,0,0,0,1,0,0,0
137,1991-05-04,112.41,113.17,112.3,112.46,4230,2386000,0,0,0,0,0,1,0,1
138,1991-05-05,112.41,113.17,112.3,112.46,4230,2386000,0,0,0,0,0,0,1,1
139,1991-05-06,111.61,112.41,111.57,111.65,2764,1423000,1,0,0,0,0,0,0,0
140,1991-05-07,110.82,110.9,110.8,110.8,1875,907000,0,1,0,0,0,0,0,0
141,1991-05-08,110.03,110.82,110,110.16,423,375000,0,0,1,0,0,0,0,0
142,1991-05-09,109.29,110.12,109.29,109.36,2266,375000,0,0,0,1,0,0,0,0
143,1991-05-10,108.53,109.4,108.53,108.61,249,313000,0,0,0,0,1,0,0,0
144,1991-05-11,108.53,109.4,108.53,108.61,249,313000,0,0,0,0,0,1,0,1
145,1991-05-12,108.53,109.4,108.53,108.61,249,313000,0,0,0,0,0,0,1,1
146,1991-05-13,107.84,107.88,107.74,107.88,235,182000,1,0,0,0,0,0,0,0
147,1991-05-14,107.19,107.84,107.06,107.21,267,185000,0,1,0,0,0,0,0,0
148,1991-05-15,106.57,106.6,106.42,106.56,390,307000,0,0,1,0,0,0,0,0
149,1991-05-16,105.77,105.86,105.69,105.83,3108,1445000,0,0,0,1,0,0,0,0
150,1991-05-17,106.75,106.75,104.96,105.12,20192,7633000,0,0,0,0,1,0,0,0
151,1991-05-18,106.75,106.75,104.96,105.12,20192,7633000,0,0,0,0,0,1,0,1
152,1991-05-19,106.75,106.75,104.96,105.12,20192,7633000,0,0,0,0,0,0,1,1
153,1991-05-20,107.82,107.82,106.71,107.76,863,924000,1,0,0,0,0,0,0,0
154,1991-05-21,108.81,108.89,108.62,108.89,771,1309000,0,1,0,0,0,0,0,0
155,1991-05-22,108.25,109.82,108.11,109.71,18677,7967000,0,0,1,0,0,0,0,0
156,1991-05-23,109.08,109.16,107.35,107.52,5609,2770000,0,0,0,1,0,0,0,0
157,1991-05-24,110.08,110.08,109.82,110.07,1024,661000,0,0,0,0,1,0,0,0
158,1991-05-25,110.08,110.08,109.82,110.07,1024,661000,0,0,0,0,0,1,0,1
159,1991-05-26,110.08,110.08,109.82,110.07,1024,661000,0,0,0,0,0,0,1,1
160,1991-05-27,110.66,111.07,109.47,111.05,8619,3827000,1,0,0,0,0,0,0,0
161,1991-05-28,111.68,111.68,111.36,111.61,1630,970000,0,1,0,0,0,0,0,0
162,1991-05-29,112.75,112.75,111.67,112.75,530,1320000,0,0,1,0,0,0,0,0
163,1991-05-30,113.82,113.82,112.77,113.74,388,753000,0,0,0,1,0,0,0,0
164,1991-05-31,114.83,114.83,113.84,114.83,1211,1470000,0,0,0,0,1,0,0,0
165,1991-06-01,114.83,114.83,113.84,114.83,1211,1470000,0,0,0,0,0,1,0,1
166,1991-06-02,114.83,114.83,113.84,114.83,1211,1470000,0,0,0,0,0,0,1,1
167,1991-06-03,115.97,115.97,114.89,115.9,954,1643000,1,0,0,0,0,0,0,0
168,1991-06-04,117.12,117.12,116.83,117.12,3603,2018000,0,1,0,0,0,0,0,0
169,1991-06-05,118.17,118.17,117.14,118.17,308,279000,0,0,1,0,0,0,0,0
170,1991-06-06,119.35,119.35,118.17,119.26,266,160000,0,0,0,1,0,0,0,0
171,1991-06-07,120.47,120.47,119.35,120.46,100,83000,0,0,0,0,1,0,0,0
172,1991-06-08,120.47,120.47,119.35,120.46,100,83000,0,0,0,0,0,1,0,1
173,1991-06-09,120.47,120.47,119.35,120.46,100,83000,0,0,0,0,0,0,1,1
174,1991-06-10,121.67,121.67,120.47,121.65,400,458000,1,0,0,0,0,0,0,0
175,1991-06-11,122.89,122.89,121.67,122.89,543,375000,0,1,0,0,0,0,0,0
176,1991-06-12,124.11,124.11,122.89,123.9,1372,735000,0,0,1,0,0,0,0,0
177,1991-06-13,125.34,125.34,123.65,125.33,20868,11563000,0,0,0,1,0,0,0,0
178,1991-06-14,124.53,126.34,124.47,124.47,6633,3541000,0,0,0,0,1,0,0,0
179,1991-06-15,124.53,126.34,124.47,124.47,6633,3541000,0,0,0,0,0,1,0,1
180,1991-06-16,124.53,126.34,124.47,124.47,6633,3541000,0,0,0,0,0,0,1,1
181,1991-06-17,125.77,125.77,123.54,125.63,6933,4056000,1,0,0,0,0,0,0,0
182,1991-06-18,127.03,127.03,126.67,127.03,2030,1015000,0,1,0,0,0,0,0,0
183,1991-06-19,128.29,128.29,127.03,128.12,1481,744000,0,0,1,0,0,0,0,0
184,1991-06-20,129.57,129.57,129.21,129.55,2299,1321000,0,0,0,1,0,0,0,0
185,1991-06-21,130.86,130.86,128.81,130.72,13613,7746000,0,0,0,0,1,0,0,0
186,1991-06-22,130.86,130.86,128.81,130.72,13613,7746000,0,0,0,0,0,1,0,1
187,1991-06-23,130.86,130.86,128.81,130.72,13613,7746000,0,0,0,0,0,0,1,1
188,1991-06-24,132.17,132.17,131.8,132.1,1960,1657000,1,0,0,0,0,0,0,0
189,1991-06-25,133.49,133.49,132.17,133.48,1624,1296000,0,1,0,0,0,0,0,0
190,1991-06-26,134.83,134.83,133.49,134.83,3409,2149000,0,0,1,0,0,0,0,0
191,1991-06-27,136.19,136.19,134.83,136.04,4497,2521000,0,0,0,1,0,0,0,0
192,1991-06-28,137.56,137.56,136.19,137.41,4935,3032000,0,0,0,0,1,0,0,0
193,1991-06-29,137.56,137.56,136.19,137.41,4935,3032000,0,0,0,0,0,1,0,1
194,1991-06-30,137.56,137.56,136.19,137.41,4935,3032000,0,0,0,0,0,0,1,1
195,1991-07-01,136.85,138.62,136.56,136.64,22940,12469000,1,0,0,0,0,0,0,0
196,1991-07-02,135.96,135.96,135.69,135.91,2838,3794000,0,1,0,0,0,0,0,0
197,1991-07-03,135.27,135.96,134.98,135.28,2715,1818000,0,0,1,0,0,0,0,0
198,1991-07-04,136.63,136.63,134.19,136.63,13394,8095000,0,0,0,1,0,0,0,0
199,1991-07-05,135.96,137.68,135.9,136.01,14540,9394000,0,0,0,0,1,0,0,0
200,1991-07-06,135.96,137.68,135.9,136.01,14540,9394000,0,0,0,0,0,1,0,1
201,1991-07-07,135.96,137.68,135.9,136.01,14540,9394000,0,0,0,0,0,0,1,1
202,1991-07-08,135.28,135.28,134.93,135.26,5874,2925000,1,0,0,0,0,0,0,0
203,1991-07-09,134.64,136.57,134.31,136.56,8442,4174000,0,1,0,0,0,0,0,0
204,1991-07-10,133.99,135.6,133.72,134.4,6023,2894000,0,0,1,0,0,0,0,0
205,1991-07-11,133.38,133.99,133.13,133.22,5073,2417000,0,0,0,1,0,0,0,0
206,1991-07-12,132.8,133.38,132.42,132.8,3144,1484000,0,0,0,0,1,0,0,0
207,1991-07-13,132.8,133.38,132.42,132.8,3144,1484000,0,0,0,0,0,1,0,1
208,1991-07-14,132.8,133.38,132.42,132.8,3144,1484000,0,0,0,0,0,0,1,1
209,1991-07-15,133.14,134.1,131.87,133.9,11938,5534000,1,0,0,0,0,0,0,0
210,1991-07-16,134.47,134.47,133.14,134.39,2796,1328000,0,1,0,0,0,0,0,0
211,1991-07-17,135.81,135.81,135.39,135.81,660,397000,0,0,1,0,0,0,0,0
212,1991-07-18,137.17,137.17,135.81,137.17,847,464000,0,0,0,1,0,0,0,0
213,1991-07-19,136.7,138.54,136.66,137.66,10823,5242000,0,0,0,0,1,0,0,0
214,1991-07-20,136.7,138.54,136.66,137.66,10823,5242000,0,0,0,0,0,1,0,1
215,1991-07-21,136.7,138.54,136.66,137.66,10823,5242000,0,0,0,0,0,0,1,1
216,1991-07-22,138.07,138.07,136.7,138.07,2764,1423000,1,0,0,0,0,0,0,0
217,1991-07-23,139.39,139.39,138.07,139.35,7241,3548000,0,1,0,0,0,0,0,0
218,1991-07-24,140.68,140.74,138.69,140.66,5988,2901000,0,0,1,0,0,0,0,0
219,1991-07-25,140.19,141.01,139.99,140.2,8390,4080000,0,0,0,1,0,0,0,0
220,1991-07-26,140.66,141.46,139.27,140.11,9279,4520000,0,0,0,0,1,0,0,0
221,1991-07-27,140.66,141.46,139.27,140.11,9279,4520000,0,0,0,0,0,1,0,1
222,1991-07-28,140.66,141.46,139.27,140.11,9279,4520000,0,0,0,0,0,0,1,1
223,1991-07-29,141.52,141.72,140.81,141.22,4771,2350000,1,0,0,0,0,0,0,0
224,1991-07-30,142.39,142.45,141.39,142.39,5601,2718000,0,1,0,0,0,0,0,0
225,1991-07-31,143.8,143.8,142.39,143.72,4051,1993000,0,0,1,0,0,0,0,0
226,1991-08-01,145.24,145.24,143.8,145.12,4731,2310000,0,0,0,1,0,0,0,0
227,1991-08-02,146.68,146.68,145.44,146.49,11744,5825000,0,0,0,0,1,0,0,0
228,1991-08-03,146.68,146.68,145.44,146.49,11744,5825000,0,0,0,0,0,1,0,1
229,1991-08-04,146.68,146.68,145.44,146.49,11744,5825000,0,0,0,0,0,0,1,1
230,1991-08-05,148.15,148.15,146.68,148.06,5126,2593000,1,0,0,0,0,0,0,0
231,1991-08-06,149.62,149.62,148.15,149.62,2001,1065000,0,1,0,0,0,0,0,0
232,1991-08-07,151.12,151.12,149.62,150.93,1107,580000,0,0,1,0,0,0,0,0
233,1991-08-08,152.61,152.61,151.12,152.57,1951,1045000,0,0,0,1,0,0,0,0
234,1991-08-09,154.1,154.1,152.61,153.9,3715,1990000,0,0,0,0,1,0,0,0
235,1991-08-10,154.1,154.1,152.61,153.9,3715,1990000,0,0,0,0,0,1,0,1
236,1991-08-11,154.1,154.1,152.61,153.9,3715,1990000,0,0,0,0,0,0,1,1
237,1991-08-12,155.54,155.54,154.1,155.34,3919,2154000,1,0,0,0,0,0,0,0
238,1991-08-13,157.07,157.07,155.54,156.87,20039,10529000,0,1,0,0,0,0,0,0
239,1991-08-14,158.63,158.63,158.11,158.3,5480,2929000,0,0,1,0,0,0,0,0
240,1991-08-15,160.21,160.21,158.63,159.92,1537,850000,0,0,0,1,0,0,0,0
241,1991-08-16,161.6,161.6,160.21,161.56,984,581000,0,0,0,0,1,0,0,0
242,1991-08-17,161.6,161.6,160.21,161.56,984,581000,0,0,0,0,0,1,0,1
243,1991-08-18,161.6,161.6,160.21,161.56,984,581000,0,0,0,0,0,0,1,1
244,1991-08-19,163.21,163.21,161.6,163.21,985,614000,1,0,0,0,0,0,0,0
245,1991-08-20,164.84,164.84,163.21,164.74,573,388000,0,1,0,0,0,0,0,0
246,1991-08-21,166.49,166.49,164.84,166.49,3411,2106000,0,0,1,0,0,0,0,0
247,1991-08-22,168.16,168.16,166.49,167.81,1296,845000,0,0,0,1,0,0,0,0
248,1991-08-23,169.81,169.81,168.16,169.81,605,502000,0,0,0,0,1,0,0,0
249,1991-08-24,169.81,169.81,168.16,169.81,605,502000,0,0,0,0,0,1,0,1
250,1991-08-25,169.81,169.81,168.16,169.81,605,502000,0,0,0,0,0,0,1,1
251,1991-08-26,171.51,171.51,169.81,171.51,643,518000,1,0,0,0,0,0,0,0
252,1991-08-27,173.19,173.19,171.51,173.06,796,520000,0,1,0,0,0,0,0,0
253,1991-08-28,174.92,174.92,173.19,174.82,804,511000,0,0,1,0,0,0,0,0
254,1991-08-29,176.66,176.66,174.92,176.53,2608,1629000,0,0,0,1,0,0,0,0
255,1991-08-30,178.43,178.43,176.66,178.2,6759,4219000,0,0,0,0,1,0,0,0
256,1991-08-31,178.43,178.43,176.66,178.2,6759,4219000,0,0,0,0,0,1,0,1
257,1991-09-01,178.43,178.43,176.66,178.2,6759,4219000,0,0,0,0,0,0,1,1
258,1991-09-02,180.22,180.22,178.43,180.08,1408,886000,1,0,0,0,0,0,0,0
259,1991-09-03,181.97,181.97,180.22,181.71,1475,940000,0,1,0,0,0,0,0,0
260,1991-09-04,183.69,183.69,181.97,183.66,650,470000,0,0,1,0,0,0,0,0
261,1991-09-05,185.51,185.51,183.69,185.48,1514,1095000,0,0,0,1,0,0,0,0
262,1991-09-06,187.36,187.36,185.51,187.09,2765,1761000,0,0,0,0,1,0,0,0
263,1991-09-07,187.36,187.36,185.51,187.09,2765,1761000,0,0,0,0,0,1,0,1
264,1991-09-08,187.36,187.36,185.51,187.09,2765,1761000,0,0,0,0,0,0,1,1
265,1991-09-09,189.24,189.24,187.36,189.1,3552,2349000,1,0,0,0,0,0,0,0
266,1991-09-10,188.33,190.98,188.19,190.98,33434,21507000,0,1,0,0,0,0,0,0
267,1991-09-11,187.22,187.29,186.86,187.29,21392,14677000,0,0,1,0,0,0,0,0
268,1991-09-12,186.22,187.4,186.07,186.22,19699,16265000,0,0,0,1,0,0,0,0
269,1991-09-13,187.79,188.04,185.01,188,37434,24035000,0,0,0,0,1,0,0,0
270,1991-09-14,187.79,188.04,185.01,188,37434,24035000,0,0,0,0,0,1,0,1
271,1991-09-15,187.79,188.04,185.01,188,37434,24035000,0,0,0,0,0,0,1,1
272,1991-09-16,189.66,189.66,187.79,189.55,9933,6343000,1,0,0,0,0,0,0,0
273,1991-09-17,188.65,191.18,188.28,191.16,28829,18623000,0,1,0,0,0,0,0,0
274,1991-09-18,187.63,188.59,187.18,187.26,15822,11015000,0,0,1,0,0,0,0,0
275,1991-09-19,186.88,189.21,186.49,187.65,23439,14607000,0,0,0,1,0,0,0,0
276,1991-09-20,185.92,187.21,185.66,185.77,12075,7417000,0,0,0,0,1,0,0,0
277,1991-09-21,185.92,187.21,185.66,185.77,12075,7417000,0,0,0,0,0,1,0,1
278,1991-09-22,185.92,187.21,185.66,185.77,12075,7417000,0,0,0,0,0,0,1,1
279,1991-09-23,185,185.92,184.71,185,4034,2806000,1,0,0,0,0,0,0,0
280,1991-09-24,184.08,185.04,183.69,183.96,1426,1002000,0,1,0,0,0,0,0,0
281,1991-09-25,183.19,184.08,182.8,182.8,1389,934000,0,0,1,0,0,0,0,0
282,1991-09-26,182.33,183.19,181.93,182.21,6541,4620000,0,0,0,1,0,0,0,0
283,1991-09-27,181.82,183.89,181.19,183.12,33728,20416000,0,0,0,0,1,0,0,0
284,1991-09-28,181.82,183.89,181.19,183.12,33728,20416000,0,0,0,0,0,1,0,1
285,1991-09-29,181.82,183.89,181.19,183.12,33728,20416000,0,0,0,0,0,0,1,1
286,1991-09-30,180.92,181.95,180.27,180.28,25594,22336000,1,0,0,0,0,0,0,0
287,1991-10-01,180.92,181.95,180.27,180.28,25594,22336000,0,1,0,0,0,0,0,1
288,1991-10-02,180.92,181.95,180.27,180.28,25594,22336000,0,0,1,0,0,0,0,1
289,1991-10-03,182.48,182.48,179.8,181.55,18741,12329000,0,0,0,1,0,0,0,0
290,1991-10-04,184.29,184.29,183.59,184.29,7360,5039000,0,0,0,0,1,0,0,0
291,1991-10-05,184.29,184.29,183.59,184.29,7360,5039000,0,0,0,0,0,1,0,1
292,1991-10-06,184.29,184.29,183.59,184.29,7360,5039000,0,0,0,0,0,0,1,1
293,1991-10-07,186,186,185.41,185.95,11369,7291000,1,0,0,0,0,0,0,0
294,1991-10-08,187.49,187.61,186,187.59,23745,15241000,0,1,0,0,0,0,0,0
295,1991-10-09,189.12,189.12,186.31,188.49,20989,13440000,0,0,1,0,0,0,0,0
